shapeid,x,y,Street_ID,Pole_Num,PoleID,StreetName,StreetSuff,Intersecti,Neighborho,Descriptio,Owner,FixtureTyp,NumLamps,Lamp1,Lamp2,LEDchk,EditDate
2801,-71.12659041,42.37892425,63-,23,63-23,BERKELEY,ST,BERKELEY ST,10,Cobrahead,City,A3,1,63-23,NULL,Yes,2014
2802,-71.12655086,42.37993866,170-,21,170-21,CONCORD,AVE,CONCORD AVE,9,Cobrahead,City,A2,1,170-21,NULL,Yes,2014
2803,-71.13043022,42.38383042,522-,5,522-5,TIERNEY,ST,WINSLOW ST,9,Cobrahead,City,A3,1,522-5,NULL,Yes,2014
2804,-71.13073911,42.38359494,736-,5A,736-5A,WINSLOW,ST,TIERNEY ST,9,Cobrahead,City,A3,1,736-5A,NULL,Yes,2014
2805,-71.13100085,42.38389446,522-,8,522-8,TIERNEY,ST,TIERNEY ST,9,Cobrahead,City,A3,1,522-8,NULL,Yes,2014
2806,-71.1311006,42.38403126,524-,2,524-2,ORRIN,ST,TIERNEY ST,9,Cobrahead,City,A3,1,524-2,NULL,Yes,2014
2807,-71.13162694,42.38343663,678-,3,678-3,KELLEY,ST,KELLEY ST,9,Cobrahead,City,A3,1,678-3,NULL,Yes,2014
2808,-71.13131199,42.38328448,678-,5,678-5,KELLEY,ST,KELLEY ST,9,Cobrahead,City,A3,1,678-5,NULL,Yes,2014
2809,-71.13064884,42.38298831,678-,9,678-9,KELLEY,ST,HURON AVE,9,Cobrahead,City,A3,1,678-9,NULL,Yes,2014
2810,-71.13087863,42.3830943,678-,7,678-7,KELLEY,ST,KELLEY ST,9,Cobrahead,City,A3,1,678-7,NULL,Yes,2014
2811,-71.12911905,42.38232354,366-,2,366-2,HOLLY,AVE,MADISON ST,9,Cobrahead,City,A3,1,366-2,NULL,Yes,2014
2812,-71.1300317,42.38188974,170-,37,170-37,CONCORD,AVE,MANASSAS AVE,9,Cobrahead,City,A2,1,170-37,NULL,Yes,2014
2813,-71.1297061,42.38156023,170-,34,170-34,CONCORD,AVE,MADISON ST,9,Cobrahead,City,A2,1,170-34,NULL,Yes,2014
2814,-71.1309147,42.38230177,170-,40,170-40,CONCORD,AVE,HURON AVE,9,Cobrahead,City,A2,1,170-40,NULL,Yes,2014
2815,-71.13050265,42.38204924,170-,38,170-38,CONCORD,AVE,CONCORD AVE,9,Cobrahead,City,A2,1,170-38,NULL,Yes,2014
2816,-71.13039905,42.381567,644-,1,644-1,MANASSAS,AVE,MANASSAS AVE,10,Cobrahead,City,A3,1,644-1,NULL,Yes,2014
2817,-71.13077795,42.38147635,644-,4,644-4,MANASSAS,AVE,MANASSAS AVE,10,Cobrahead,City,A3,1,644-4,NULL,Yes,2014
2818,-71.13107361,42.3816491,644-,6,644-6,MANASSAS,AVE,MANASSAS AVE,10,Cobrahead,City,A3,1,644-6,NULL,Yes,2014
2819,-71.12921266,42.38222688,455-,4,455-4,MADISON,ST,HOLLY AVE,9,Cobrahead,City,A3,1,455-4,NULL,Yes,2014
2820,-71.12950244,42.38196639,455-,2,455-2,MADISON,ST,MADISON ST,9,Cobrahead,City,A3,1,455-2,NULL,Yes,2014
2821,-71.1306537,42.38262303,386-,30,386-30,HURON,AVE,HURON AVE,9,Cobrahead,City,A2,1,386-30,NULL,Yes,2014
2822,-71.13140873,42.38201323,386-,34,386-34,HURON,AVE,MANASSAS AVE,10,Cobrahead,City,A2,1,386-34,NULL,Yes,2014
2823,-71.13134008,42.3818125,644-,8,644-8,MANASSAS,AVE,MANASSAS AVE,10,Cobrahead,City,A3,1,644-8,NULL,Yes,2014
2824,-71.13791854,42.38436971,11-,5,5-Nov,ALPINE,ST,ALPINE ST,10,Cobrahead,City,A2,1,5-Nov,NULL,Yes,2014
2825,-71.13589348,42.38270402,689-,10,689-10,VASSAL,LN,VASSAL LN,10,Cobrahead,City,A2,1,689-10,NULL,Yes,2014
2826,-71.13459983,42.38244355,387-,4,387-4,HUTCHINSON,ST,HUTCHINSON ST,10,Cobrahead,City,A3,1,387-4,NULL,Yes,2014
2827,-71.13517264,42.38277222,697-,84,697-84,HUTCHINSON,ST,HUTCHINSON ST,10,Cobrahead,City,A2,1,697-84,NULL,Yes,2014
2828,-71.13499534,42.38294095,697-,82,697-82,WALDEN,ST,WALDEN ST,10,Cobrahead,City,A2,1,697-82,NULL,Yes,2014
2829,-71.13485368,42.38258192,387-,6,387-6,HUTCHINSON,ST,HUTCHINSON ST,10,Cobrahead,City,A3,1,387-6,NULL,Yes,2014
2830,-71.13559792,42.38205319,581-,29,581-29,RESERVOIR,ST,RESERVOIR ST,10,Cobrahead,City,A2,1,581-29,NULL,Yes,2014
2831,-71.13526844,42.38228416,689-,7,689-7,VASSAL,LN,VASSAL LN,10,Cobrahead,City,A2,1,689-7,NULL,Yes,2014
2832,-71.13421622,42.38226739,387-,2,387-2,HUTCHINSON,ST,HUTCHINSON ST,10,Cobrahead,City,A3,1,387-2,NULL,Yes,2014
2833,-71.13318243,42.38299506,20-,35,20-35,APPLETON,ST,APPLETON ST,10,Cobrahead,City,A3,1,20-35,NULL,Yes,2014
2834,-71.13503985,42.38202898,689-,5,689-5,VASSAL,LN,VASSAL LN,10,Cobrahead,City,A2,1,689-5,NULL,Yes,2014
2835,-71.13588156,42.38149109,386-,57,386-57,HURON,AVE,RESERVOIR ST,10,Cobrahead,City,A2,1,386-57,NULL,Yes,2014
2836,-71.13498323,42.38156242,386-,53,386-53,HURON,AVE,BLAKESLEE,10,Cobrahead,City,A2,1,386-53,NULL,Yes,2014
2837,-71.1353716,42.38138147,386-,54,386-54,HURON,AVE,HURON AVE,10,Cobrahead,City,A2,1,386-54,NULL,Yes,2014
2838,-71.13579904,42.38114583,581-,21,581-21,RESERVOIR,ST,RESERVOIR ST,10,Cobrahead,City,A2,1,581-21,NULL,Yes,2014
2839,-71.13358545,42.38139234,386-,46,386-46,HURON,AVE,HURON AVE,10,Cobrahead,City,A2,1,386-46,NULL,Yes,2014
2840,-71.13593345,42.38055583,581-,17,581-17,RESERVOIR,ST,BLAKESLEE ST,10,Cobrahead,City,A2,1,581-17,NULL,Yes,2014
2841,-71.1358755,42.38082426,581-,19,581-19,RESERVOIR,ST,RESERVOIR ST,10,Cobrahead,City,A2,1,581-19,NULL,Yes,2014
2842,-71.13555077,42.38040877,767-,10,767-10,BLAKESLEE,ST,BLAKESLEE ST,10,Cobrahead,City,A3,1,767-10,NULL,Yes,2014
2843,-71.13501214,42.38090967,767-,4,767-4,BLAKESLEE,ST,BLAKESLEE ST,10,Cobrahead,City,A3,1,767-4,NULL,Yes,2014
2844,-71.13506657,42.38064894,767-,6,767-6,BLAKESLEE,ST,BLAKESLEE ST,10,Cobrahead,City,A3,1,767-6,NULL,Yes,2014
2845,-71.13601218,42.38021921,581-,15,581-15,RESERVOIR,ST,RESERVOIR ST,10,Cobrahead,City,A2,1,581-15,NULL,Yes,2014
2846,-71.13606984,42.3799448,581-,13,581-13,RESERVOIR,ST,RESERVOIR ST,10,Cobrahead,City,A2,1,581-13,NULL,Yes,2014
2847,-71.13724533,42.38123616,386-,62,386-62,HURON,AVE,FAYERWEATHER ST,10,Cobrahead,City,A2,1,386-62,NULL,Yes,2014
2848,-71.13447928,42.38144905,386-,50,386-50,HURON,AVE,VASSAL LN,10,Cobrahead,City,A2,1,386-50,NULL,Yes,2014
2849,-71.13353609,42.38241767,20-,31,20-31,APPLETON,ST,APPLETON ST,10,Cobrahead,City,A3,1,20-31,NULL,Yes,2014
2850,-71.13835389,42.38045263,318-,6,318-6,GURNEY,ST,GURNEY ST,10,Cobrahead,City,A3,1,318-6,NULL,Yes,2014
2851,-71.13840674,42.38016946,318-,4,318-4,GURNEY,ST,GURNEY ST,10,Cobrahead,City,A3,1,318-4,NULL,Yes,2014
2852,-71.13241049,42.38233809,610-,8,610-8,ROYAL,AVE,ROYAL AVE,10,Cobrahead,City,A3,1,610-8,NULL,Yes,2014
2853,-71.13283989,42.38098974,747-,4,747-4,WYMAN,RD,WYMAN RD,10,Cobrahead,City,A3,1,747-4,NULL,Yes,2014
2854,-71.13236429,42.38107215,747-,2,747-2,WYMAN,RD,WYMAN RD,10,Cobrahead,City,A3,1,747-2,NULL,Yes,2014
2855,-71.13196274,42.38128174,643-,41,643-41,SPARKS,ST,WYMAN RD,10,Cobrahead,City,A2,1,643-41,NULL,Yes,2014
2856,-71.13184749,42.38092259,643-,39,643-39,SPARKS,ST,CLEMENT CIR,10,Cobrahead,City,A2,1,643-39,NULL,Yes,2014
2857,-71.13185757,42.38058139,643-,36,643-36,SPARKS,ST,SPARKS ST,10,Cobrahead,City,A2,1,643-36,NULL,Yes,2014
2858,-71.13174234,42.38020937,643-,34,643-34,SPARKS,ST,SPARKS ST,10,Cobrahead,City,A2,1,643-34,NULL,Yes,2014
2859,-71.1330773,42.38150073,386-,43,386-43,HURON,AVE,ROYAL AVE,10,Cobrahead,City,A2,1,386-43,NULL,Yes,2014
2860,-71.13222923,42.38125892,386-,40,386-40,HURON,AVE,SPARKS ST,10,Cobrahead,City,A3,1,386-40,NULL,Yes,2014
2861,-71.13260452,42.38208869,610-,6,610-6,ROYAL,AVE,ROYAL AVE,10,Cobrahead,City,A3,1,610-6,NULL,Yes,2014
2862,-71.13199608,42.38360771,678-,1,678-1,KELLEY,ST,KELLEY ST,9,Cobrahead,City,A3,1,678-1,NULL,Yes,2014
2863,-71.13266873,42.38358162,215-,2,215-2,DONNELL,ST,DONNELL ST,9,Cobrahead,City,A3,1,215-2,NULL,Yes,2014
2864,-71.13306227,42.38319651,20-,37,20-37,APPLETON,ST,APPLETON ST,10,Cobrahead,City,A3,1,20-37,NULL,Yes,2014
2865,-71.13256991,42.38308822,170-,48,170-48,CONCORD,AVE,CONCORD AVE,9,Cobrahead,City,A2,1,170-48,NULL,Yes,2014
2866,-71.13221881,42.38258619,610-,10,610-10,ROYAL,AVE,ROYAL AVE,10,Cobrahead,City,A3,1,610-10,NULL,Yes,2014
2867,-71.13352815,42.38352408,170-,52,170-52,CONCORD,AVE,CONCORD AVE.,9,Cobrahead,City,A2,1,170-52,NULL,Yes,2014
2868,-71.13204029,42.382951,170-,47,170-47,CONCORD,AVE,ROYAL AVE,9,Cobrahead,City,A2,1,170-47,NULL,Yes,2014
2869,-71.13059009,42.38135878,644-,2,644-2,MANASSAS,AVE,MANASSAS AVE,10,Cobrahead,City,A3,1,644-2,NULL,Yes,2014
2870,-71.12916587,42.3813699,170-,33,170-33,CONCORD,AVE,CONCORD AVE,9,Cobrahead,City,A2,1,170-33,NULL,Yes,2014
2871,-71.12535409,42.38037325,293-,40,293-40,GARDEN,ST,GARDEN ST,9,Cobrahead,City,A2,1,293-40,NULL,Yes,2014
2872,-71.12566567,42.38073322,293-,42,293-42,GARDEN,ST,GARDEN ST,9,Cobrahead,City,A2,1,293-42,NULL,Yes,2014
2873,-71.12641466,42.37922815,182-,3,182-3,CRAIGIE,ST,CRAIGIE ST,10,Cobrahead,City,A2,1,182-3,NULL,Yes,2014
2874,-71.12526057,42.37911127,170-,14,170-14,CONCORD,AVE,CONCORD AVE,9,Cobrahead,City,A2,1,170-14,NULL,Yes,2014
2875,-71.13112866,42.37923598,643-,28,643-28,SPARKS,ST,SPARKS ST,10,Cobrahead,City,A2,1,643-28,NULL,Yes,2014
2876,-71.11444822,42.38405883,334-,2,334-2,HARRIS,ST,ARCADIA ST,8,Cobrahead,City,A3,1,334-2,NULL,Yes,2014
2877,-71.11417794,42.38384654,334-,4,334-4,HARRIS,ST,HARRIS ST,8,Cobrahead,City,A3,1,334-4,NULL,Yes,2014
2878,-71.11385576,42.38357927,334-,6,334-6,HARRIS,ST,HARRIS ST,8,Cobrahead,City,A3,1,334-6,NULL,Yes,2014
2879,-71.11462327,42.38380177,14-,2,14-2,ARCADIA,ST,ARCADIA ST,8,Cobrahead,City,A3,1,14-2,NULL,Yes,2014
2880,-71.11429619,42.38348598,243-,8,243-8,EUSTIS,ST,EUSTIS ST,8,Cobrahead,City,A3,1,243-8,NULL,Yes,2014
2881,-71.11478906,42.38353445,243-,6,243-6,EUSTIS,ST,EUSTIS ST,8,Cobrahead,City,A3,1,243-6,NULL,Yes,2014
2882,-71.11500204,42.38429101,564-,21,564-21,PRENTISS,ST,TRAYMORE ST,8,Cobrahead,City,A2,1,564-21,NULL,Yes,2014
2883,-71.114765,42.38428136,334-,1,334-1,HARRIS,ST,PRENTISS ST,8,Cobrahead,City,A3,1,334-1,NULL,Yes,2014
2884,-71.11665799,42.38361119,296-,13,296-13,GARFIELD,ST,GARFIELD ST,8,Cobrahead,City,A3,1,296-13,NULL,Yes,2014
2885,-71.11600872,42.38392112,528-,21,528-21,OXFORD,ST,OXFORD ST,8,Cobrahead,City,A2,1,528-21,NULL,Yes,2014
2886,-71.11510385,42.38356712,243-,4,243-4,EUSTIS,ST,TRAYMORE ST,8,Cobrahead,City,A3,1,243-4,NULL,Yes,2014
2887,-71.11477336,42.38296404,184-,5,184-5,CRESCENT,ST,CRESCENT ST,8,Cobrahead,City,A3,1,184-5,NULL,Yes,2014
2888,-71.11696903,42.38329501,614-,5,614-5,SACRAMENTO,PL,SACRAMENTO PL,8,Cobrahead,City,A3F,1,614-5,NULL,Yes,2014
2889,-71.1160747,42.38319572,528-,19,528-19,OXFORD,ST,OXFORD ST,8,Cobrahead,City,A2,1,528-19,NULL,Yes,2014
2890,-71.11517911,42.38297955,184-,3,184-3,CRESCENT,ST,CRESCENT ST,8,Cobrahead,City,A3,1,184-3,NULL,Yes,2014
2891,-71.11734931,42.38364139,296-,9,296-9,GARFIELD,ST,GARFIELD ST,8,Cobrahead,City,A3,1,296-9,NULL,Yes,2014
2892,-71.11708269,42.38363047,296-,11,296-11,GARFIELD,ST,GARFIELD ST,8,Cobrahead,City,A3,1,296-11,NULL,Yes,2014
2893,-71.11632383,42.38214294,528-,16,528-16,OXFORD,ST,OXFORD ST,8,Cobrahead,City,A2,1,528-16,NULL,Yes,2014
2894,-71.11637438,42.3804543,528-,11,528-11,OXFORD,ST,OXFORD ST,8,Cobrahead,City,A2,1,528-11,NULL,Yes,2014
2895,-71.1139063,42.38141524,378-,2,378-2,HOWLAND,ST,HOWLAND ST,8,Cobrahead,City,A3,1,378-2,NULL,Yes,2014
2896,-71.11272976,42.38056456,281-,22,281-22,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-22,NULL,Yes,2014
2897,-71.1101877,42.37903723,623-,6,623-6,SCOTT,ST,SCOTT ST,8,Cobrahead,City,A2,1,623-6,NULL,Yes,2014
2898,-71.10996903,42.37835999,253-,4,253-4,FARRAR,ST,FARRAR ST,8,Cobrahead,City,A3,1,253-4,NULL,Yes,2014
2899,-71.11642547,42.37839019,528-,5,528-5,OXFORD,ST,OXFORD ST,8,Cobrahead,City,A2,1,528-5,NULL,Yes,2014
2900,-71.11478862,42.37643063,412-,6,412-6,KIRKLAND,ST,FRISBIE PL,6,Cobrahead,City,A2,1,412-6,NULL,Yes,2014
2901,-71.11527152,42.37644251,412-,5,412-5,KIRKLAND,ST,KIRKLAND ST,6,Cobrahead,City,A2,1,412-5,NULL,Yes,2014
2902,-71.11569073,42.37624239,412-,4,412-4,KIRKLAND,ST,OXFORD ST,6,Cobrahead,City,A2,1,412-4,NULL,Yes,2014
2903,-71.115791,42.37668421,528-,1,528-1,OXFORD,ST,OXFORD ST,8,Cobrahead,City,A1,1,528-1,NULL,Yes,2014
2904,-71.11406728,42.37640308,571-,22,571-22,QUINCY,ST,QUINCY ST,6,Cobrahead,City,A2,1,571-22,NULL,Yes,2014
2905,-71.11413201,42.37610735,571-,20,571-20,QUINCY,ST,QUINCY ST,6,Cobrahead,City,A2,1,571-20,NULL,Yes,2014
2906,-71.11419588,42.37581005,571-,18,571-18,QUINCY,ST,QUINCY ST,6,Cobrahead,City,A3,1,571-18,NULL,Yes,2014
2907,-71.11345212,42.37682569,412-,9,412-9,KIRKLAND,ST,KIRKLAND ST,6,Cobrahead,City,A2,1,412-9,NULL,Yes,2014
2908,-71.11401165,42.37670795,412-,7.5,412-7.5,KIRKLAND,ST,QUINCY ST,6,Cobrahead,City,A2,1,412-7.5,NULL,Yes,2014
2909,-71.11390266,42.37661731,412-,8,412-8,KIRKLAND,ST,KIRKLAND ST,6,Cobrahead,City,A2,1,412-8,NULL,Yes,2014
2910,-71.11290105,42.37754357,413-,4,413-4,KIRKLAND,PL,KIRKLAND PL,8,Cobrahead,City,A3,1,413-4,NULL,Yes,2014
2911,-71.1121306,42.37513144,113-,116,113-116,CAMBRIDGE,ST,FELTON ST,6,Cobrahead,City,A2,1,113-116,NULL,Yes,2014
2912,-71.11233929,42.37498745,258-,5,258-5,FELTON,ST,FELTON ST,6,Cobrahead,City,A1,1,258-5,NULL,Yes,2014
2913,-71.11169516,42.37519797,113-,115,113-115,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-115,NULL,Yes,2014
2914,-71.11250627,42.37530262,113-,117,113-117,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-117,NULL,Yes,2014
2915,-71.11169825,42.37738262,281-,2,281-2,FRANCIS,AVE,FRANCIS AVE,8,Cobrahead,City,A3,1,281-2,NULL,Yes,2014
2916,-71.11490652,42.37564781,113-,131,113-131,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-131,NULL,Yes,2014
2917,-71.11465247,42.37562155,113-,129,113-129,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-129,NULL,Yes,2014
2918,-71.11481335,42.37545045,113-,128,113-128,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-128,NULL,Yes,2014
2919,-71.11400555,42.37536624,113-,124,113-124,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-124,NULL,Yes,2014
2920,-71.11424374,42.37558467,571-,16,571-16,QUINCY,ST,CAMBRIDGE ST,6,Cobrahead,City,A3,1,571-16,NULL,Yes,2014
2921,-71.11398787,42.37549241,113-,123,113-123,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-123,NULL,Yes,2014
2922,-71.1143789,42.37494123,571-,10,571-10,QUINCY,ST,BROADWAY,6,Cobrahead,City,A3,1,571-10,NULL,Yes,2014
2923,-71.1148534,42.37501172,99-,92,99-92,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-92,NULL,Yes,2014
2924,-71.11515243,42.37520259,99-,94,99-94,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-94,NULL,Yes,2014
2925,-71.11523615,42.37535348,99-,95,99-95,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-95,NULL,Yes,2014
2926,-71.11428993,42.37535441,571-,14,571-14,QUINCY,ST,CAMBRIDGE ST,6,Cobrahead,City,A3,1,571-14,NULL,Yes,2014
2927,-71.11334134,42.37541148,113-,121,113-121,CAMBRIDGE,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,113-121,NULL,Yes,2014
2928,-71.11379807,42.37533838,113-,122,113-122,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-122,NULL,Yes,2014
2929,-71.11283824,42.375212,113-,118,113-118,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-118,NULL,Yes,2014
2930,-71.11445041,42.37540632,113-,126,113-126,CAMBRIDGE,ST,QUINCY ST,6,Cobrahead,City,A2,1,113-126,NULL,Yes,2014
2931,-71.11440476,42.37556216,113-,125,113-125,CAMBRIDGE,ST,QUINCY ST,6,Cobrahead,City,A2,1,113-125,NULL,Yes,2014
2932,-71.11431577,42.37468475,99-,88,99-88,BROADWAY,NULL,QUINCY ST,6,Cobrahead,City,A2,1,99-88,NULL,Yes,2014
2933,-71.1139675,42.37465131,99-,87,99-87,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-87,NULL,Yes,2014
2934,-71.1135689,42.37491549,565-,20,565-20,PRESCOTT,ST,PRESCOTT ST,6,Cobrahead,City,A1,1,565-20,NULL,Yes,2014
2935,-71.11460159,42.3748484,99-,90,99-90,BROADWAY,NULL,QUINCY ST,6,Cobrahead,City,A2,1,99-90,NULL,Yes,2014
2936,-71.11459629,42.37458331,571-,11,571-11,QUINCY,ST,QUINCY ST,6,Cobrahead,City,A1,1,571-11,NULL,Yes,2014
2937,-71.11307228,42.37806124,413-,8,413-8,KIRKLAND,PL,KIRKLAND PL,8,Cobrahead,City,A3,1,413-8,NULL,Yes,2014
2938,-71.11027778,42.3773796,412-,16,412-16,KIRKLAND,ST,KIRKLAND ST,6,Cobrahead,City,A2,1,412-16,NULL,Yes,2014
2939,-71.10952684,42.37687661,673-,43,673-43,TROWBRIDGE,ST,TROWBRIDGE ST,6,Cobrahead,City,A2,1,673-43,NULL,Yes,2014
2940,-71.1094549,42.37717045,673-,45,673-45,TROWBRIDGE,ST,TROWBRIDGE ST,6,Cobrahead,City,A2,1,673-45,NULL,Yes,2014
2941,-71.1108986,42.37509224,113-,113,113-113,CAMBRIDGE,ST,IRVING ST,6,Cobrahead,City,A2,1,113-113,NULL,Yes,2014
2942,-71.11100461,42.37567936,391-,8,391-8,IRVING,ST,IRVING TER,6,Cobrahead,City,A2,1,391-8,NULL,Yes,2014
2943,-71.11108052,42.37536504,391-,6,391-6,IRVING,ST,IRVING ST,6,Cobrahead,City,A2,1,391-6,NULL,Yes,2014
2944,-71.11129468,42.37501155,113-,114,113-114,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-114,NULL,Yes,2014
2945,-71.1093394,42.37476052,113-,106,113-106,CAMBRIDGE,ST,CAMBRIDGE ST,6,Cobrahead,City,A2,1,113-106,NULL,Yes,2014
2946,-71.11367117,42.37431897,99-,86,99-86,BROADWAY,NULL,PRESCOTT ST,6,Cobrahead,City,A2,1,99-86,NULL,Yes,2014
2947,-71.11322426,42.37422222,99-,85,99-85,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-85,NULL,Yes,2014
2948,-71.11268742,42.3741859,258-,1,258-1,FELTON,ST,BROADWAY,6,Cobrahead,City,A1,1,258-1,NULL,Yes,2014
2949,-71.11244988,42.37454542,258-,3,258-3,FELTON,ST,FELTON ST,6,Cobrahead,City,A1,1,258-3,NULL,Yes,2014
2950,-71.11151365,42.37353181,99-,81,99-81,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-81,NULL,Yes,2014
2951,-71.11293554,42.37395362,99-,84,99-84,BROADWAY,NULL,FELTON ST,6,Cobrahead,City,A2,1,99-84,NULL,Yes,2014
2952,-71.11259335,42.37365946,703-,10,703-10,WARE,ST,WARE ST,6,Cobrahead,City,A3,1,703-10,NULL,Yes,2014
2953,-71.11240608,42.37389007,99-,83,99-83,BROADWAY,NULL,WARE ST,6,Cobrahead,City,A2,1,99-83,NULL,Yes,2014
2954,-71.11399436,42.37270152,565-,5,565-5,PRESCOTT,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,565-5,NULL,Yes,2014
2955,-71.11306134,42.37271095,703-,4,703-4,WARE,ST,WARE ST,6,Cobrahead,City,A3,1,703-4,NULL,Yes,2014
2956,-71.11275006,42.37334173,703-,8,703-8,WARE,ST,WARE ST,6,Cobrahead,City,A3,1,703-8,NULL,Yes,2014
2957,-71.1129033,42.37302807,703-,6,703-6,WARE,ST,WARE ST,6,Cobrahead,City,A3,1,703-6,NULL,Yes,2014
2958,-71.11336585,42.37209124,703-,0,703-0,WARE,ST,WARE ST,6,Cobrahead,City,A3,1,703-0,NULL,Yes,2014
2959,-71.11321808,42.37238843,703-,2,703-2,WARE,ST,WARE ST,6,Cobrahead,City,A3,1,703-2,NULL,Yes,2014
2960,-71.1142426,42.37223402,565-,2,565-2,PRESCOTT,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,565-2,NULL,Yes,2014
2961,-71.11432869,42.37213555,338-,73.5,338-73.5,HARVARD,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,338-73.5,NULL,Yes,2014
2962,-71.11351764,42.37180955,338-,72,338-72,HARVARD,ST,WARE ST,6,Cobrahead,City,A2,1,338-72,NULL,Yes,2014
2963,-71.11469706,42.3741885,571-,9,571-9,QUINCY,ST,QUINCY ST,6,Cobrahead,City,A1,1,571-9,NULL,Yes,2014
2964,-71.11480049,42.37378843,571-,7,571-7,QUINCY,ST,QUINCY ST,6,Cobrahead,City,A1,1,571-7,NULL,Yes,2014
2965,-71.11362731,42.37398106,565-,15,565-15,PRESCOTT,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,565-15,NULL,Yes,2014
2966,-71.11383659,42.37363496,565-,12,565-12,PRESCOTT,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,565-12,NULL,Yes,2014
2967,-71.1139328,42.37330932,565-,10,565-10,PRESCOTT,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,565-10,NULL,Yes,2014
2968,-71.11401006,42.37303303,565-,8,565-8,PRESCOTT,ST,PRESCOTT ST,6,Cobrahead,City,A2,1,565-8,NULL,Yes,2014
2969,-71.11512073,42.3726001,571-,1,571-1,QUINCY,ST,QUINCY ST,6,Cobrahead,City,A1,1,571-1,NULL,Yes,2014
2970,-71.11389036,42.37201671,338-,73,338-73,HARVARD,ST,HARVARD ST,6,Cobrahead,City,A2,1,338-73,NULL,Yes,2014
2971,-71.11344976,42.37106655,580-,3,580-3,REMINGTON,ST,REMINGTON ST,6,Cobrahead,City,A3,1,580-3,NULL,Yes,2014
2972,-71.11272043,42.37159253,338-,70,338-70,HARVARD,ST,HARVARD ST,6,Cobrahead,City,A2,1,338-70,NULL,Yes,2014
2973,-71.11241662,42.3707577,673-,5,673-5,TROWBRIDGE,ST,TROWBRIDGE ST,6,Cobrahead,City,A2,1,673-5,NULL,Yes,2014
2974,-71.10754011,42.37196446,99-,71,99-71,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-71,NULL,Yes,2014
2975,-71.10771839,42.37103408,141-,6,141-6,CHATHAM,ST,CHATHAM ST,6,Cobrahead,City,A3,1,141-6,NULL,Yes,2014
2976,-71.10699524,42.37128307,794-,3,794-3,CRAWFORD,ST,CRAWFORD ST,6,Cobrahead,City,A3,1,794-3,NULL,Yes,2014
2977,-71.10671929,42.37163687,99-,69,99-69,BROADWAY,NULL,HIGHLAND AVE,6,Cobrahead,City,A2,1,99-69,NULL,Yes,2014
2978,-71.10716749,42.37167174,99-,70,99-70,BROADWAY,NULL,BROADWAY,6,Cobrahead,City,A2,1,99-70,NULL,Yes,2014
2979,-71.10623652,42.37230016,357-,3,357-3,HIGHLAND,AVE,HIGHLAND AVE,6,Cobrahead,City,A3,1,357-3,NULL,Yes,2014
2980,-71.10603785,42.37254365,357-,5,357-5,HIGHLAND,AVE,HIGHLAND AVE,6,Cobrahead,City,A3,1,357-5,NULL,Yes,2014
2981,-71.10584678,42.37277701,357-,7,357-7,HIGHLAND,AVE,HIGHLAND AVE,6,Cobrahead,City,A3,1,357-7,NULL,Yes,2014
2982,-71.10565873,42.3730117,357-,9,357-9,HIGHLAND,AVE,HIGHLAND AVE,6,Cobrahead,City,A3,1,357-9,NULL,Yes,2014
2983,-71.10711778,42.37109671,794-,1,794-1,CRAWFORD,ST,CRAWFORD ST,6,Cobrahead,City,A3,1,794-1,NULL,Yes,2014
2984,-71.10912096,42.37071984,338-,61,338-61,HARVARD,ST,HARVARD ST,6,Cobrahead,City,A2,1,338-61,NULL,Yes,2014
