lat2,lon2,lux2
42.37088030,-71.07903162,9.21
42.37088032,-71.07901592,13.58
42.37088033,-71.07903106,9.05
42.37088037,-71.07903150,9.15
42.37088037,-71.07903103,9.28
42.37088038,-71.07903158,9
42.37088038,-71.07900177,20.8
42.37088041,-71.07903315,8.4
42.37088041,-71.07903162,9.22
42.37088041,-71.07903157,9.21
42.37088041,-71.07902360,10.61
42.37088041,-71.07899916,20.48
42.37088043,-71.07903158,9.56
42.37088046,-71.07903075,9.66
42.37088046,-71.07902504,10.99
42.37088047,-71.07903156,9.55
42.37088047,-71.07902190,10.8
42.37088052,-71.07903186,8.77
42.37088052,-71.07903156,8.97
42.37088056,-71.07902812,9.61
42.37088057,-71.07899116,20.8
42.37088058,-71.07903102,9.45
42.37088062,-71.07902732,9.7
42.37088068,-71.07899386,20.73
42.37088069,-71.07903152,9.2
42.37088071,-71.07903217,9.18
42.37088073,-71.07903145,9.55
42.37088077,-71.07903076,9.28
42.37088078,-71.07903085,9.53
42.37088082,-71.07903075,9.05
42.37088083,-71.07898846,20.48
42.37088089,-71.07903449,8.4
42.37088090,-71.07903074,9.55
42.37088092,-71.07902859,10.32
42.37088093,-71.07902966,9.7
42.37088095,-71.07903064,9.04
42.37088098,-71.07903338,8.24
42.37088100,-71.07903010,9.15
42.37088107,-71.07903065,9.56
42.37088107,-71.07898574,20.73
42.37088116,-71.07903386,8.9
42.37088117,-71.07903058,9.32
42.37088125,-71.07903058,9.05
42.37088126,-71.07903056,9.28
42.37088147,-71.07897988,44.4
42.37088160,-71.07897698,43.1
42.37088172,-71.07903023,9.54
42.37088185,-71.07903023,9.29
42.37088188,-71.07897402,42.5
42.37088191,-71.07903024,9.28
42.37088201,-71.07903008,9.12
42.37088202,-71.07903014,9.37
42.37088207,-71.07903017,9.53
42.37088209,-71.07903081,9.05
42.37088209,-71.07903017,9.3
42.37088213,-71.07903054,9.37
42.37088217,-71.07897107,44.4
42.37088222,-71.07903004,9.07
42.37088237,-71.07902995,9.05
42.37088240,-71.07902988,9.12
42.37088263,-71.07896793,33.25
42.37088273,-71.07903480,8.73
42.37088278,-71.07903544,9.01
42.37088300,-71.07902960,9.29
42.37088310,-71.07902956,9.5
42.37088333,-71.07902940,9.29
42.37088335,-71.07902943,9.55
42.37088351,-71.07903574,8.96
42.37088377,-71.07902945,9.23
42.37088407,-71.07903707,8.73
42.37088420,-71.07903786,8.71
42.37088422,-71.07903870,8.56
42.37088434,-71.07904151,8.71
42.37088444,-71.07903951,8.5
42.37088554,-71.07905451,8.9
42.37088555,-71.07904408,8.07
42.37088573,-71.07904641,8.35
42.37088600,-71.07904757,8.25
42.37088615,-71.07904165,8.35
42.37088631,-71.07904265,8.19
42.37088702,-71.07904828,8.44
42.37088763,-71.07905050,8.41
42.37088786,-71.07905182,8.25
42.37088851,-71.07905644,8.87
42.37088880,-71.07905822,8.73
42.37088988,-71.07907674,49.2
42.37088999,-71.07906730,10.53
42.37089006,-71.07905976,8.9
42.37089032,-71.07908011,51.4
42.37089046,-71.07906188,10.52
42.37089113,-71.07906969,10.72
42.37089124,-71.07908743,52.5
42.37089215,-71.07909120,49.2
42.37089300,-71.07909512,51.4
42.37089573,-71.07910799,49.2
42.37089664,-71.07910264,52.5
42.37089667,-71.07911256,51.4
42.37089893,-71.07913956,78.8
42.37089983,-71.07911625,52.5
42.37090024,-71.07914486,15.71
42.37090115,-71.07912655,76.9
42.37090253,-71.07913172,77.6
42.37090341,-71.07916225,15.41
42.37090494,-71.07916806,15.71
42.37090604,-71.07915446,15.3
42.37091150,-71.07917837,15.3
42.37091167,-71.07918526,15.41
42.37091316,-71.07919168,15.71
42.37091580,-71.07919754,15.3
42.37091613,-71.07922815,7.84
42.37091639,-71.07921233,7.86
42.37091808,-71.07921924,8.02
42.37092274,-71.07924101,7.86
42.37092437,-71.07924849,9.84
42.37092626,-71.07925608,10.38
42.37092822,-71.07926369,10.72
42.37093201,-71.07927947,18.9
42.37093411,-71.07928748,19.88
42.37093604,-71.07929581,20.47
42.37094026,-71.07931277,18.9
42.37094226,-71.07932145,16.98
42.37094417,-71.07933041,17.58
42.37094640,-71.07933937,16.88
42.37095027,-71.07935808,16.98
42.37095219,-71.07936776,9.91
42.37095415,-71.07937753,10.4
42.37095608,-71.07938739,10.03
42.37095983,-71.07940787,9.91
42.37096163,-71.07941838,13.13
42.37096341,-71.07942899,14.43
42.37096664,-71.07945097,15.16
42.37096797,-71.07946231,13.13
42.37096953,-71.07947373,12.95
42.37097786,-71.07948173,13.15
42.37097890,-71.07951881,12.95
42.37097914,-71.07950605,12.78
42.37098066,-71.07953058,10.34
42.37098098,-71.08788393,16.01
42.37098419,-71.07956685,10.75
42.37098500,-71.07959190,40.7
42.37098517,-71.07955363,10.53
42.37098527,-71.07961739,42.2
42.37098552,-71.07957889,10.34
42.37098677,-71.07962970,42.2
42.37098998,-71.07964104,40.7
42.37099414,-71.07967759,42.2
42.37099697,-71.07968919,42.2
42.37099824,-71.07970149,40.7
42.37100121,-71.07971301,49.5
42.37100313,-71.07973848,49.3
42.37100455,-71.07975097,49.7
42.37100593,-71.07976280,49.5
42.37100982,-71.07978792,20.95
42.37101132,-71.07981386,21.27
42.37101198,-71.07980035,21.54
42.37101250,-71.07982650,20.95
42.37101661,-71.07985116,21.54
42.37101776,-71.07986387,21.27
42.37101920,-71.07987656,20.95
42.37102244,-71.07990183,20.72
42.37102337,-71.07991475,21.11
42.37102567,-71.07992802,21.56
42.37103104,-71.07993876,20.72
42.37103308,-71.07996471,29.21
42.37103470,-71.07997727,29.99
42.37103688,-71.07998936,28.65
42.37104081,-71.08001419,29.21
42.37104247,-71.08002678,12.23
42.37104502,-71.08003876,13.94
42.37104676,-71.08005114,12.51
42.37104869,-71.08007644,12.23
42.37105331,-71.08008710,7.6
42.37105511,-71.08009922,7.34
42.37105750,-71.08013674,7.6
42.37105871,-71.08012326,7.38
42.37105927,-71.08014875,5.96
42.37106155,-71.08016059,6.05
42.37106218,-71.08024999,5.04
42.37106355,-71.08026192,5.4
42.37106542,-71.08027364,6.68
42.37106707,-71.08018363,6.14
42.37106860,-71.08029720,6.83
42.37106888,-71.08019545,5.96
42.37106944,-71.08020804,5.4
42.37107020,-71.08030893,7.41
42.37107192,-71.08032068,11.18
42.37107432,-71.08023094,5.5
42.37107513,-71.08034413,11.06
42.37107680,-71.08035568,11.87
42.37107839,-71.08036721,11.18
42.37108015,-71.08037880,9.8
42.37108326,-71.08040197,9.86
42.37108491,-71.08041343,9.8
42.37108628,-71.08042505,9.8
42.37108950,-71.08044790,12.28
42.37109114,-71.08045929,12
42.37109247,-71.08047076,12.01
42.37109412,-71.08048217,12.28
42.37109717,-71.08050493,11.37
42.37109872,-71.08051627,11.47
42.37110014,-71.08052761,11.5
42.37110307,-71.08055034,11.37
42.37110599,-71.08057289,35.5
42.37110742,-71.08058404,36.3
42.37110879,-71.08059530,33.7
42.37110885,-71.08064270,33.7
42.37111137,-71.08061770,35.5
42.37111276,-71.08062881,36.3
42.37111951,-71.08066097,35.5
42.37112356,-71.08067081,36.3
42.37112444,-71.08069397,49.9
42.37112487,-71.08068195,48.8
42.37112774,-71.08071603,50.3
42.37112913,-71.08072727,28.35
42.37113473,-71.08073622,27.48
42.37114364,-71.08087654,22.8
42.37114380,-71.08092567,29.81
42.37114519,-71.08088805,22.83
42.37114549,-71.08093723,29.94
42.37114614,-71.08075421,27.11
42.37114618,-71.08077826,27.48
42.37114753,-71.08078958,27.11
42.37114760,-71.08076556,28.35
42.37114833,-71.08089863,29.97
42.37114968,-71.08081263,28.35
42.37115041,-71.08094694,17.63
42.37115186,-71.08095855,17.3
42.37115407,-71.08098237,17.19
42.37115648,-71.08082121,27.48
42.37115788,-71.08083270,22.83
42.37116134,-71.08099105,17.63
42.37116135,-71.08084293,22.68
42.37116297,-71.08100274,17.3
42.37117021,-71.08109981,14.89
42.37117194,-71.08111154,15.77
42.37117229,-71.08102301,10.14
42.37117532,-71.08113510,14.4
42.37117640,-71.08105857,10.14
42.37117678,-71.08114695,13.47
42.37117794,-71.08103254,10.32
42.37117862,-71.08115849,14.27
42.37117961,-71.08104429,10.15
42.37118016,-71.08117026,14.4
42.37118175,-71.08108110,14.59
42.37118342,-71.08119369,25.7
42.37118488,-71.08121678,13.18
42.37118541,-71.08120533,26.7
42.37118812,-71.08124040,25.7
42.37118973,-71.08125205,26.7
42.37119122,-71.08126382,42.3
42.37119267,-71.08127561,25.7
42.37119540,-71.08129919,26.7
42.37119678,-71.08131111,42.3
42.37119840,-71.08132293,43.2
42.37120370,-71.08135859,43.8
42.37120461,-71.08137052,42.3
42.37120588,-71.08138225,24.26
42.37120677,-71.08139414,23.73
42.37120885,-71.08141796,25.55
42.37120978,-71.08143001,24.26
42.37121093,-71.08144202,23.73
42.37121218,-71.08145402,25.55
42.37121433,-71.08147780,24.26
42.37121497,-71.08148975,12.21
42.37121657,-71.08150165,12.66
42.37121894,-71.08152560,12.31
42.37122046,-71.08153742,12.21
42.37122160,-71.08154939,8.17
42.37122326,-71.08156129,8.34
42.37122582,-71.08158537,8.6
42.37122698,-71.08159723,8.17
42.37122807,-71.08160907,17.29
42.37123106,-71.08163313,17.75
42.37123246,-71.08164529,16.75
42.37123384,-71.08165736,17.29
42.37123508,-71.08166968,16.41
42.37123824,-71.08169417,16.18
42.37123883,-71.08190712,13.75
42.37123981,-71.08170640,16.22
42.37124583,-71.08187664,13.51
42.37124600,-71.08171628,16.41
42.37124737,-71.08188919,14.51
42.37124756,-71.08172862,15.18
42.37124950,-71.08184790,13.75
42.37125011,-71.08175373,15.49
42.37125474,-71.08181827,21.68
42.37125649,-71.08183078,19.7
42.37125677,-71.08180373,20.84
42.37125729,-71.08176323,15.61
42.37125902,-71.08177576,19.7
42.37126515,-71.08190671,13.51
42.37126993,-71.08193205,4.82
42.37127027,-71.08194425,4.95
42.37127206,-71.08195667,5.12
42.37127549,-71.08198168,13.94
42.37127695,-71.08199421,14.57
42.37127865,-71.08200661,15.02
42.37128039,-71.08201911,13.94
42.37128388,-71.08204393,13.23
42.37128559,-71.08205639,13.42
42.37128712,-71.08206876,13.08
42.37128899,-71.08208107,13.23
42.37130273,-71.08210039,6.94
42.37130422,-71.08219171,27.3
42.37130439,-71.08211277,7.03
42.37130748,-71.08212441,6.96
42.37130800,-71.08221607,10.39
42.37130863,-71.08215012,6.94
42.37130981,-71.08222818,26.3
42.37131028,-71.08216234,10.39
42.37131142,-71.08224039,27.3
42.37131351,-71.08225254,42.6
42.37131724,-71.08227674,26.3
42.37131896,-71.08228894,44.3
42.37132013,-71.08217045,26.3
42.37132081,-71.08230113,42.6
42.37132105,-71.08760017,7.78
42.37132621,-71.08233763,43.9
42.37132803,-71.08234980,44.3
42.37132962,-71.08236216,26.53
42.37133143,-71.08237444,26.56
42.37134709,-71.08239274,26.63
42.37134885,-71.08240493,26.53
42.37135000,-71.08241738,26.56
42.37135167,-71.08242969,26.63
42.37135593,-71.08245354,26.53
42.37135773,-71.08246549,16.43
42.37135934,-71.08247759,16.43
42.37136300,-71.08250144,16.97
42.37136476,-71.08251344,16.43
42.37136628,-71.08252553,10.25
42.37136855,-71.08253715,10.76
42.37137038,-71.08256195,10.51
42.37137197,-71.08257407,10.25
42.37137370,-71.08258612,9.47
42.37137424,-71.08261165,9.47
42.37137580,-71.08262382,9.54
42.37137873,-71.08263509,9.47
42.37138028,-71.08264725,14.66
42.37138359,-71.08267133,14.86
42.37138429,-71.08268386,14.11
42.37138520,-71.08270924,25.14
42.37138578,-71.08269588,14.66
42.37139151,-71.08273157,24.85
42.37139215,-71.08278167,19.43
42.37139280,-71.08275640,25.14
42.37139296,-71.08274348,25.28
42.37139356,-71.08279350,19.07
42.37139819,-71.08280358,19.03
42.37139963,-71.08281524,11.96
42.37140095,-71.08283927,11.48
42.37140277,-71.08285048,11.38
42.37140413,-71.08286204,11.96
42.37140482,-71.08295722,18.44
42.37140658,-71.08296836,20.77
42.37140660,-71.08289736,8.76
42.37140754,-71.08287278,11.48
42.37140769,-71.08292041,8.64
42.37140777,-71.08297948,22.66
42.37140812,-71.08290871,8.48
42.37141031,-71.08300162,18.95
42.37141204,-71.08301264,17.91
42.37141328,-71.08294096,8.76
42.37141336,-71.08302355,18.22
42.37141502,-71.08303441,18.95
42.37141800,-71.08305589,7.79
42.37141953,-71.08306658,8.07
42.37142000,-71.08307732,8.25
42.37142121,-71.08308788,7.79
42.37142415,-71.08310907,7.36
42.37143290,-71.08317244,27.6
42.37143418,-71.08318296,29.7
42.37143644,-71.08311391,7.02
42.37143720,-71.08313617,7.09
42.37143847,-71.08314653,7.36
42.37144063,-71.08319066,30.6
42.37144708,-71.08320969,27.6
42.37144882,-71.08329683,43.9
42.37145405,-71.08321675,29.7
42.37145452,-71.08333714,27.16
42.37145544,-71.08322715,30.6
42.37145739,-71.08335746,26.8
42.37145893,-71.08336749,27.96
42.37146031,-71.08337760,27.16
42.37146156,-71.08323459,27.6
42.37146170,-71.08338777,26.8
42.37146458,-71.08340802,27.96
42.37146603,-71.08341809,17.2
42.37146884,-71.08325320,29.7
42.37147026,-71.08326345,44.4
42.37147143,-71.08327391,43.1
42.37147473,-71.08331640,27.96
42.37147513,-71.08330450,44.4
42.37149926,-71.08365654,16.105
42.37150169,-71.08367615,23.44
42.37150275,-71.08368596,23.87
42.37150369,-71.08369592,23.82
42.37150610,-71.08371573,23.13
42.37150708,-71.08372565,22.68
42.37150752,-71.08745473,8.84
42.37150828,-71.08373564,23.82
42.37150966,-71.08374559,14.86
42.37151164,-71.08376603,15.23
42.37151328,-71.08377595,13.31
42.37151428,-71.08378616,14.86
42.37151509,-71.08379656,4.06
42.37151799,-71.08381670,6.17
42.37151887,-71.08382721,4.74
42.37151994,-71.08383759,4.06
42.37152085,-71.08384798,6.25
42.37152444,-71.08387869,6.42
42.37152575,-71.08388899,6.49
42.37152694,-71.08389910,6.25
42.37152812,-71.08390930,12.34
42.37153059,-71.08392958,13.07
42.37153166,-71.08393964,12.1
42.37153311,-71.08394952,12.34
42.37153532,-71.08396939,9.44
42.37153660,-71.08397911,9.6
42.37153756,-71.08398901,9.38
42.37153983,-71.08400803,9.44
42.37154119,-71.08401766,5.79
42.37154255,-71.08402703,5.3
42.37154355,-71.08403647,5.41
42.37154579,-71.08405540,5.79
42.37154706,-71.08406485,6.17
42.37154812,-71.08407415,6.4
42.37154940,-71.08408352,5.92
42.37155168,-71.08410212,6.17
42.37155279,-71.08411121,12.01
42.37155377,-71.08412032,11.15
42.37155510,-71.08412944,11.82
42.37156677,-71.08414869,12.01
42.37156779,-71.08415766,35.1
42.37156926,-71.08416668,36.6
42.37157029,-71.08417589,37.3
42.37157253,-71.08419400,35.1
42.37157376,-71.08420312,36.6
42.37157531,-71.08421219,37.3
42.37157615,-71.08422153,35.1
42.37157871,-71.08423972,36.6
42.37157980,-71.08424903,45.4
42.37158100,-71.08425825,44.2
42.37158340,-71.08427681,45
42.37158465,-71.08428614,45.4
42.37158587,-71.08429543,20.16
42.37158688,-71.08430495,19.38
42.37158951,-71.08432363,19.06
42.37159077,-71.08433314,20.16
42.37159190,-71.08434260,19.38
42.37159312,-71.08435212,19.06
42.37159357,-71.08738526,8.4
42.37159534,-71.08437129,20.16
42.37159684,-71.08438080,10.19
42.37159806,-71.08439036,9.82
42.37159952,-71.08439985,10.12
42.37160192,-71.08441899,10.19
42.37160331,-71.08442859,13.98
42.37160458,-71.08443822,12.79
42.37160705,-71.08445746,13.57
42.37160851,-71.08446704,13.98
42.37160977,-71.08447662,14.47
42.37161083,-71.08448617,14.66
42.37161370,-71.08450516,15.09
42.37161483,-71.08451478,38.5
42.37161608,-71.08452428,39.6
42.37161842,-71.08454323,40.1
42.37161962,-71.08455264,38.5
42.37162090,-71.08456193,39.6
42.37162206,-71.08457112,40.1
42.37162327,-71.08458033,38.5
42.37162704,-71.08460779,39.6
42.37162774,-71.08461708,40.1
42.37162853,-71.08462620,27.09
42.37163100,-71.08464414,26.09
42.37163182,-71.08465311,25.95
42.37163291,-71.08466214,27.09
42.37163385,-71.08467120,26.09
42.37163613,-71.08468927,25.95
42.37163752,-71.08469821,27.09
42.37163834,-71.08470739,11.99
42.37164223,-71.08471498,11.79
42.37164486,-71.08473271,12.72
42.37164610,-71.08474162,11.99
42.37164684,-71.08475087,6.73
42.37164809,-71.08475996,6.98
42.37165637,-71.08477493,6.81
42.37165938,-71.08478291,6.73
42.37166052,-71.08479200,5.48
42.37166399,-71.08480001,5.44
42.37166811,-71.08481735,5.44
42.37166922,-71.08482645,5.48
42.37167036,-71.08487423,8.6
42.37167132,-71.08489314,27.8
42.37167157,-71.08488323,28.9
42.37167350,-71.08486301,8.81
42.37167431,-71.08483368,8.6
42.37167454,-71.08491093,28.5
42.37167538,-71.08484278,8.74
42.37167566,-71.08491998,28.9
42.37167702,-71.08494848,28.5
42.37167827,-71.08495759,28.9
42.37167833,-71.08492843,27.8
42.37167950,-71.08496669,27.8
42.37168057,-71.08497593,42.8
42.37168302,-71.08505271,64
42.37168444,-71.08506180,64.6
42.37168566,-71.08507091,74.1
42.37168707,-71.08499215,43.3
42.37168824,-71.08508906,74.6
42.37168921,-71.08500089,40.7
42.37168952,-71.08509825,74.8
42.37169049,-71.08510745,64.5
42.37169051,-71.08501000,42.8
42.37169170,-71.08511655,64
42.37169379,-71.08501805,64.6
42.37169408,-71.08513480,63.8
42.37169494,-71.08503695,62.7
42.37169502,-71.08514405,64.5
42.37169625,-71.08515320,64
42.37169857,-71.08517145,21.88
42.37169989,-71.08518053,22.57
42.37170086,-71.08518966,21.99
42.37170207,-71.08519872,21.88
42.37170451,-71.08521676,22.57
42.37170563,-71.08522575,21.99
42.37170665,-71.08523481,21.88
42.37170773,-71.08524369,14.86
42.37170978,-71.08526180,14.78
42.37171076,-71.08527080,14.76
42.37171187,-71.08527979,14.86
42.37171273,-71.08528889,16.07
42.37171608,-71.08531585,16.25
42.37171688,-71.08532487,15.38
42.37171798,-71.08533385,16.07
42.37172159,-71.08536928,13.93
42.37172999,-71.08534648,14.18
42.37173133,-71.08535510,14.34
42.37173292,-71.08537254,14.18
42.37173464,-71.08538979,9.18
42.37173546,-71.08539833,9.22
42.37173653,-71.08540659,9.36
42.37173739,-71.08541485,9.18
42.37173869,-71.08543121,5.85
42.37173938,-71.08543934,5.92
42.37173973,-71.08572011,27.6
42.37173987,-71.08572007,27.9
42.37173992,-71.08572019,27.9
42.37174003,-71.08572015,27.9
42.37174004,-71.08572010,27.7
42.37174004,-71.08572000,27.9
42.37174005,-71.08572392,27.9
42.37174005,-71.08572391,28
42.37174006,-71.08572034,27.7
42.37174015,-71.08572026,27.9
42.37174019,-71.08544725,5.86
42.37174043,-71.08572349,27.7
42.37174064,-71.08572319,28
42.37174071,-71.08572319,27.9
42.37174073,-71.08572300,27.9
42.37174077,-71.08572305,27.9
42.37174079,-71.08572311,27.9
42.37174082,-71.08572300,27.7
42.37174085,-71.08545518,5.85
42.37174093,-71.08572300,27.7
42.37174105,-71.08572275,27.9
42.37174175,-71.08572731,27.7
42.37174178,-71.08572722,27.9
42.37174210,-71.08572727,28
42.37174220,-71.08547074,6.11
42.37174248,-71.08572793,27.7
42.37174252,-71.08572793,28
42.37174270,-71.08572703,27.7
42.37174274,-71.08572696,27.9
42.37174289,-71.08547831,5.95
42.37174291,-71.08572693,28
42.37174312,-71.08572756,27.9
42.37174316,-71.08572688,27.8
42.37174317,-71.08572686,27.9
42.37174320,-71.08572692,27.7
42.37174327,-71.08572770,28
42.37174328,-71.08572693,27.9
42.37174335,-71.08572703,27.7
42.37174339,-71.08572695,27.9
42.37174340,-71.08572762,27.7
42.37174340,-71.08572696,27.9
42.37174353,-71.08572680,27.9
42.37174355,-71.08572762,27.9
42.37174355,-71.08548585,6.07
42.37174382,-71.08572723,27.8
42.37174386,-71.08572715,28
42.37174392,-71.08572720,27.7
42.37174399,-71.08572669,28
42.37174442,-71.08549318,6.11
42.37174463,-71.08572641,28
42.37174482,-71.08572650,27.8
42.37174483,-71.08572400,27.9
42.37174487,-71.08572619,27.7
42.37174491,-71.08572646,27.7
42.37174493,-71.08572407,27.9
42.37174496,-71.08572619,27.9
42.37174505,-71.08572411,27.7
42.37174516,-71.08573111,31.7
42.37174516,-71.08572366,27.9
42.37174520,-71.08573228,32.3
42.37174520,-71.08572389,27.9
42.37174527,-71.08572371,27.7
42.37174536,-71.08572392,27.9
42.37174549,-71.08572390,27.9
42.37174551,-71.08572393,27.9
42.37174556,-71.08577341,57.7
42.37174564,-71.08550775,7.74
42.37174572,-71.08572392,27.7
42.37174597,-71.08574815,57.8
42.37174605,-71.08551496,7.79
42.37174608,-71.08572354,27.6
42.37174622,-71.08572642,28.3
42.37174653,-71.08572342,27.8
42.37174657,-71.08572347,27.9
42.37174669,-71.08572350,27.7
42.37174672,-71.08552196,7.79
42.37174676,-71.08573288,38.8
42.37174696,-71.08572340,27.9
42.37174700,-71.08577701,20.78
42.37174703,-71.08572603,27.6
42.37174703,-71.08572340,27.9
42.37174710,-71.08572607,27.9
42.37174726,-71.08572340,27.7
42.37174744,-71.08572335,27.9
42.37174779,-71.08572572,28.6
42.37174791,-71.08572596,28.5
42.37174797,-71.08572292,27.9
42.37174803,-71.08573550,37.7
42.37174812,-71.08553562,9.3
42.37174843,-71.08573724,38.5
42.37174851,-71.08573926,38.8
42.37174854,-71.08554240,9.32
42.37174860,-71.08572255,27.7
42.37174867,-71.08572587,28.3
42.37174870,-71.08572254,27.9
42.37174886,-71.08554893,9.28
42.37174890,-71.08572638,32.3
42.37174892,-71.08574134,55.6
42.37174898,-71.08572250,27.8
42.37174932,-71.08572683,32.1
42.37174937,-71.08555541,9.3
42.37174948,-71.08572234,27.6
42.37174950,-71.08572236,27.9
42.37174961,-71.08572239,27.9
42.37174968,-71.08572242,27.7
42.37174989,-71.08575568,57.7
42.37175004,-71.08572218,27.9
42.37175043,-71.08556802,9.32
42.37175073,-71.08572176,27.9
42.37175073,-71.08572171,27.9
42.37175075,-71.08572177,27.7
42.37175076,-71.08574865,58.9
42.37175091,-71.08572167,27.9
42.37175100,-71.08557411,10.6
42.37175115,-71.08558022,10.84
42.37175119,-71.08572143,27.7
42.37175120,-71.08572152,27.9
42.37175165,-71.08575137,55.6
42.37175171,-71.08572120,27.9
42.37175172,-71.08572124,27.6
42.37175196,-71.08572111,27.9
42.37175226,-71.08572095,27.9
42.37175226,-71.08559183,10.71
42.37175234,-71.08572091,27.7
42.37175235,-71.08572088,27.9
42.37175239,-71.08576175,58.3
42.37175242,-71.08572180,27.7
42.37175242,-71.08572176,27.9
42.37175252,-71.08572181,27.9
42.37175255,-71.08572169,27.7
42.37175258,-71.08572166,27.9
42.37175264,-71.08559748,10.6
42.37175267,-71.08572162,27.9
42.37175273,-71.08572161,27.9
42.37175287,-71.08572153,27.7
42.37175294,-71.08560305,10.76
42.37175298,-71.08560867,10.55
42.37175329,-71.08572120,27.9
42.37175330,-71.08572116,27.9
42.37175333,-71.08576524,57.4
42.37175356,-71.08561924,10.42
42.37175366,-71.08572099,27.7
42.37175370,-71.08572093,28
42.37175380,-71.08572085,27.9
42.37175389,-71.08562437,9.74
42.37175390,-71.08572081,27.8
42.37175393,-71.08572085,27.9
42.37175393,-71.08572084,28
42.37175404,-71.08563422,9.36
42.37175407,-71.08572085,28
42.37175414,-71.08572083,27.8
42.37175417,-71.08572076,27.9
42.37175417,-71.08564348,9.74
42.37175420,-71.08562936,9.5
42.37175431,-71.08572079,27.8
42.37175434,-71.08564784,8.21
42.37175438,-71.08565209,8.13
42.37175442,-71.08565614,8.34
42.37175445,-71.08570571,16.01
42.37175448,-71.08572070,28
42.37175450,-71.08569245,9.52
42.37175453,-71.08570223,12.11
42.37175454,-71.08570034,11.93
42.37175455,-71.08572060,27.8
42.37175455,-71.08570414,16.28
42.37175455,-71.08569657,12.1
42.37175457,-71.08572056,27.9
42.37175458,-71.08568008,8.66
42.37175460,-71.08568538,9.57
42.37175460,-71.08567408,8.7
42.37175461,-71.08566737,8.66
42.37175466,-71.08571017,16.28
42.37175466,-71.08570871,16.36
42.37175466,-71.08568769,9.53
42.37175466,-71.08568288,9.52
42.37175467,-71.08567079,8.7
42.37175472,-71.08566374,8.21
42.37175474,-71.08571258,20.57
42.37175476,-71.08569448,12.11
42.37175478,-71.08571142,20.2
42.37175489,-71.08571578,20.62
42.37175496,-71.08571744,26.2
42.37175502,-71.08572032,27.7
42.37175503,-71.08572030,27.9
42.37175504,-71.08571672,26
42.37175507,-71.08572034,28
42.37175521,-71.08572025,27.9
42.37175526,-71.08571825,26
42.37175530,-71.08572021,28
42.37175537,-71.08572023,27.7
42.37175539,-71.08571945,26
42.37175541,-71.08572202,27.3
42.37175545,-71.08572006,26.2
42.37175546,-71.08572011,27.9
42.37175548,-71.08572014,28
42.37175550,-71.08572223,27.4
42.37175554,-71.08571998,27.8
42.37175555,-71.08572081,26
42.37175555,-71.08572048,26
42.37175556,-71.08572138,26.2
42.37175563,-71.08572272,27.8
42.37175563,-71.08572010,28
42.37175568,-71.08572010,27.8
42.37175569,-71.08572001,28
42.37175571,-71.08572287,27.9
42.37175571,-71.08572000,27.9
42.37175572,-71.08572159,26
42.37175574,-71.08572004,27.9
42.37175575,-71.08572304,27.8
42.37175575,-71.08572259,27.2
42.37175575,-71.08572000,27.8
42.37175577,-71.08572307,27.9
42.37175578,-71.08572001,28
42.37175579,-71.08572301,27.7
42.37175581,-71.08572013,27.7
42.37175582,-71.08572013,28
42.37175589,-71.08571903,27.7
42.37175593,-71.08571895,27.9
42.37175599,-71.08571905,27.9
42.37175600,-71.08572002,27.9
42.37175602,-71.08571908,27.7
42.37175604,-71.08572001,27.9
42.37175604,-71.08571909,28
42.37175610,-71.08571994,27.7
42.37175612,-71.08571905,28
42.37175613,-71.08571970,27.9
42.37175614,-71.08571991,27.7
42.37175614,-71.08571966,27.9
42.37175615,-71.08571966,27.9
42.37175616,-71.08571986,27.9
42.37175619,-71.08571996,28
42.37175623,-71.08571899,27.9
42.37175624,-71.08571994,28
42.37175624,-71.08571966,27.7
42.37175653,-71.08571947,27.7
42.37175653,-71.08571941,27.9
42.37175656,-71.08571942,27.9
42.37175656,-71.08571923,27.9
42.37175657,-71.08571937,27.7
42.37175660,-71.08571927,27.7
42.37175661,-71.08571939,27.9
42.37175661,-71.08571934,27.9
42.37175661,-71.08571929,27.9
42.37175661,-71.08571927,28
42.37175662,-71.08571948,27.9
42.37175664,-71.08571947,27.9
42.37175666,-71.08571937,27.6
42.37175666,-71.08571934,27.6
42.37175667,-71.08571936,27.8
42.37175668,-71.08571926,27.7
42.37175669,-71.08571929,27.9
42.37175675,-71.08572207,27.6
42.37175678,-71.08572047,27.9
42.37175679,-71.08571930,27.7
42.37175680,-71.08572208,27.9
42.37175681,-71.08571926,28
42.37175682,-71.08572205,27.85
42.37175682,-71.08571943,27.7
42.37175686,-71.08571936,27.9
42.37175688,-71.08572199,27.6
42.37175690,-71.08571936,27.7
42.37175691,-71.08571938,27.9
42.37175695,-71.08572343,27.8
42.37175697,-71.08571931,27.9
42.37175697,-71.08571912,27.9
42.37175698,-71.08572196,27.8
42.37175698,-71.08571936,27.9
42.37175699,-71.08572340,27.6
42.37175699,-71.08571923,27.6
42.37175703,-71.08571927,27.6
42.37175704,-71.08572339,27.9
42.37175704,-71.08572034,27.7
42.37175705,-71.08571912,27.7
42.37175705,-71.08571908,27.9
42.37175706,-71.08572190,27.6
42.37175706,-71.08571934,27.7
42.37175707,-71.08572339,27.6
42.37175709,-71.08572037,27.9
42.37175710,-71.08571922,27.9
42.37175711,-71.08572187,27.9
42.37175711,-71.08571909,28
42.37175716,-71.08571928,27.9
